Código Candidato,Data de nascimento,Série,Unidade,Data de Inscrição,Data da matrícula,Tipo,Bolsa (%),Real Anuidade,Diferença
CL18603,10/02/2023,Infantil 2 bilíngue,Mais Buritis,2025-01-27,2025-01-30,Matrícula nova,"72,00%",13.699,3
CL18606,17/10/2018,1º ano bilíngue,Mais Buritis,2025-01-17,2025-01-20,Matrícula nova,"65,00%",19.042,3
CL18608,31/12/2011,8º ano,Alípio de Melo,2024-12-06,2024-12-14,Matrícula nova,"40,00%",17.657,8
CL18622,30/4/2016,3º ano bilíngue,Mais Pampulha,2024-12-30,2024-12-30,Matrícula nova,"62,00%",21.26,0
CL18628,13/08/2017,2º ano,Carlos Prates,2024-08-13,2024-09-06,Matrícula nova,"45,00%",14.134,24
CL18630,24/12/2018,1º ano,Carlos Prates,2025-01-17,2025-01-17,Matrícula nova,"100,00%",2.005,0
CL18631,08/11/2022,Infantil 2 bilíngue,Mais Pampulha,2024-10-10,2024-11-07,Matrícula nova,"70,00%",15.708,28
CL1868,18/06/2018,1º ano bilíngue,Mais Buritis,2025-01-13,2025-01-21,Matrícula nova,"68,00%",17.563,8
CL18689,21/07/2009,1ª série,Mais Buritis,2024-09-06,2024-11-09,Matrícula nova,"60,00%",15.197,64
CL18693,06/08/2007,3ª série,Conceição do Mato Dentro,2024-12-02,2024-12-05,Matrícula nova,"50,00%",24.816,3
CL18706,04/03/2016,4º ano bilíngue,Mais Cidade Nova,2024-08-23,2024-09-05,Matrícula nova,"70,00%",18.314,13
CL18721,03/12/2009,8º ano,Mais Buritis,2025-01-06,2025-01-22,Matrícula nova,"65,70%",23.972,16
CL18762,20/11/2010,9º ano,Ouro Preto,2024-08-13,2024-10-04,Matrícula nova,"50,00%",17.818,52
CL18770,10/9/2015,4º ano,Alípio de Melo,2024-11-01,2024-11-01,Matrícula nova,"60,00%",10.024,0
CL18812,22/02/2019,1º ano,Alípio de Melo,2024-08-13,2024-09-23,Matrícula nova,"50,00%",12.429,41
CL18825,9/10/2015,4º ano,Lagoa Santa,2024-10-25,2024-10-25,Matrícula nova,"45,00%",13.975,0
CL1884,11/09/2014,5º ano,Santa Amélia,2024-08-16,2024-08-31,Matrícula nova,"38,60%",16.329,15
CL1885,24/02/2016,4º ano,Conceição do Mato Dentro,2025-01-30,2025-01-30,Matrícula nova,"100,00%",11.471,0
CL18853,20/11/2007,3ª série,Ouro Preto,2025-01-03,2025-02-01,Matrícula nova,"38,00%",25.578,29
CL18857,11/09/2023,Infantil 1,Gutierrez,2024-08-14,2024-10-30,Matrícula nova,"51,50%",12.192,77
CL1886,15/02/2012,7º ano,Carlos Prates,2024-11-29,2025-01-06,Matrícula nova,"100,00%",0.0,38
CL18888,29/05/2019,Infantil 5,Castelo,2025-01-31,2025-01-31,Matrícula nova,"64,10%",7.231,0
CL18895,19/03/2016,4º ano,Lagoa Santa,2024-09-26,2025-01-14,Matrícula nova,"55,00%",12.051,110
CL18903,30/04/2007,3ª série,Carlos Prates,2024-08-14,2024-08-26,Matrícula nova,"56,90%",13.413,12
CL18927,25/11/2011,8º ano,Conceição do Mato Dentro,2024-09-15,2025-01-26,Matrícula nova,"50,00%",19.155,133
CL1893,15/01/2019,1º ano,Alípio de Melo,2024-08-29,2024-11-11,Matrícula nova,"60,00%",9.823,74
CL18938,31/7/2008,2ª série,Mais Cidade Nova,2024-11-28,2024-12-16,Matrícula nova,"66,50%",16.616,18
CL1894,30/12/2015,4º ano bilíngue,Mais Buritis,2025-01-16,2025-01-21,Matrícula nova,"68,00%",17.563,5
CL18956,28/04/2010,1ª série,Mais Belvedere,2024-12-30,2025-01-20,Matrícula nova,"25,00%",35.507,21
CL18968,14/04/2018,1º ano,Castelo,2024-08-13,2024-08-24,Matrícula nova,"41,00%",15.016,11
CL18979,13/04/2009,2ª série,Mais Belvedere,2025-01-28,2025-02-01,Matrícula nova,"48,00%",24.536,4
CL18983,20/12/2021,Infantil 3 bilíngue,Carajás,2024-12-20,2024-12-20,Matrícula nova,"100,00%",15.966,0
CL18996,25/09/2012,5º ano,Carajás,2025-02-03,2025-02-03,Matrícula nova,"100,00%",0.0,0
CL19000,17/02/2019,1º ano,Santa Amélia,2024-08-30,2024-11-13,Matrícula nova,"51,00%",13.457,75
CL19002,12/02/2012,8º ano,Santa Amélia,2024-08-13,2024-08-29,Matrícula nova,"40,00%",18.053,16
CL19005,23/06/2018,1º ano,Conceição do Mato Dentro,2024-11-24,2024-12-05,Matrícula nova,"7,00%",15.335,11
CL19016,18/03/2011,9º ano,Ouro Preto,2024-12-20,2024-12-27,Matrícula nova,"100,00%",2.741,7
CL19028,3/5/2009,1ª série,Mais Belvedere,2024-12-04,2024-12-14,Matrícula nova,"52,00%",24.107,10
CL19053,09/09/2009,1ª série,Nova Suíça,2024-11-27,2025-01-11,Matrícula nova,"70,00%",12.131,45
CL19055,17/09/2018,1º ano,Gutierrez,2024-08-19,2024-09-04,Matrícula nova,"60,00%",11.653,16
CL19066,29/07/2013,6º ano,Lagoa Santa,2024-09-24,2024-09-26,Matrícula nova,"47,00%",15.697,2
CL19085,22/8/2018,1º ano,Alípio de Melo,2024-09-03,2024-12-30,Matrícula nova,"65,00%",9.042,118
CL19091,10/06/2019,Infantil 5,Lagoa Santa,2024-11-01,2024-11-18,Matrícula nova,"46,00%",12.376,17
CL19094,28/02/2008,3ª série,Ouro Preto,2024-12-13,2025-01-31,Matrícula nova,"40,00%",25.441,49
CL19106,02/03/2019,1º ano,Conceição do Mato Dentro,2024-11-08,2024-11-09,Matrícula nova,"12,30%",14.539,1
CL19146,14/5/2017,2º ano,Ouro Preto,2024-11-23,2024-11-26,Matrícula nova,"54,20%",13.394,3
CL19155,22/03/2014,6º ano,Alípio de Melo,2024-08-21,2024-12-20,Matrícula nova,"55,00%",13.537,121
CL19166,27/10/2015,4º ano,Conceição do Mato Dentro,2024-08-15,2024-11-13,Matrícula nova,"40,00%",10.378,90
CL19181,8/11/2022,Infantil 2 bilíngue,Mais Pampulha,2024-10-28,2024-10-28,Matrícula nova,"65,00%",17.982,0
CL19212,05/10/2015,4º ano,Castelo,2024-09-12,2024-12-02,Matrícula nova,"60,00%",10.124,81
CL19214,24/08/2008,1ª série,Nova Suíça,2024-09-09,2024-11-08,Matrícula nova,"61,00%",14.347,60
CL19242,2/10/2008,1ª série,Mais Buritis,2024-09-30,2024-10-28,Matrícula nova,"50,00%",18.918,28
CL19250,03/07/2010,9º ano,Mais Pampulha,2024-08-14,2024-08-21,Matrícula nova,"41,00%",25.925,7
CL19266,01/05/2012,8º ano,Conceição do Mato Dentro,2024-12-09,2024-12-10,Matrícula nova,"18,00%",15.994,1
CL19284,12/10/2018,1º ano,Alípio de Melo,2024-09-25,2024-09-26,Matrícula nova,"50,00%",12.63,1
CL1929,3/10/2016,3º ano,Conceição do Mato Dentro,2024-10-15,2024-11-27,Matrícula nova,"36,80%",10.859,43
CL19290,30/01/2021,Infantil 4 bilíngue,Carajás,2025-01-07,2025-01-07,Matrícula nova,"100,00%",16.976,0
CL19304,10/02/2009,2ª série,Carlos Prates,2024-10-04,2024-10-07,Matrícula nova,"43,00%",18.295,3
CL19331,08/09/2017,2º ano,Jardim Canadá,2024-09-17,2024-12-11,Matrícula nova,"59,60%",12.001,85
CL19335,26/01/2019,1º ano,Santa Amélia,2024-09-11,2025-01-15,Matrícula nova,"53,00%",12.151,126
CL1935,12/02/2010,1ª série,Ouro Preto,2024-08-26,2024-10-21,Matrícula nova,"30,00%",25.519,56
CL19353,26/01/2017,3º ano,Lagoa Santa,2024-08-21,2025-01-10,Matrícula nova,"48,00%",13.611,142
CL1936,02/04/2015,4º ano,Carlos Prates,2024-07-19,2024-08-30,Matrícula nova,"53,00%",11.768,42
CL19367,31/07/2008,2ª série,Ouro Preto,2024-09-01,2024-09-23,Matrícula nova,"40,00%",23.089,22
CL19372,2/2/2019,1º ano,Castelo Manacás,2024-08-14,2024-08-20,Matrícula nova,"35,00%",15.737,6
CL19383,29/6/2009,1ª série,Mais Belvedere,2024-11-04,2024-11-22,Matrícula nova,"52,00%",22.955,18
CL19412,16/04/2007,3ª série,Mais Buritis,2025-01-14,2025-01-16,Matrícula nova,"44,00%",24.485,2
CL19413,03/08/2011,8º ano,Carajás,2025-01-31,2025-01-31,Matrícula nova,"100,00%",0.0,0
CL19414,01/04/2014,6º ano,Santa Amélia,2024-08-30,2024-11-26,Matrícula nova,"60,00%",13.355,88
CL19416,24/04/2020,Infantil 4 bilíngue,Carajás,2024-12-23,2024-12-23,Matrícula nova,"100,00%",16.976,0
CL19417,24/05/2012,8º ano,Alípio de Melo,2024-09-08,2024-09-23,Matrícula nova,"40,00%",17.186,15
CL19460,04/04/2011,7º ano,Jaraguá,2024-10-18,2025-02-04,Matrícula nova,"50,00%",14.964,109
CL19471,17/07/2017,2º ano,Santa Amélia,2024-12-09,2025-01-14,Matrícula nova,"60,00%",10.635,36
CL19502,31/07/2014,5º ano,Lagoa Santa,2025-01-28,2025-01-28,Matrícula nova,"47,80%",13.655,0
CL19529,22/02/2022,Infantil 3,Lagoa Santa,2024-08-22,2024-09-18,Matrícula nova,"50,00%",11.654,27
CL19531,12/05/2021,Infantil 3,Lagoa Santa,2024-10-25,2024-10-25,Matrícula nova,"47,00%",12.265,0
CL19543,06/01/2018,2º ano bilíngue,Mais Cidade Nova,2024-07-12,2024-09-02,Matrícula nova,"70,00%",17.862,52
CL19553,13/03/2016,3º ano,Alípio de Melo,2024-09-10,2024-09-10,Matrícula nova,"45,00%",14.134,0
CL19555,09/09/2018,1º ano bilíngue,Mais Buritis,2024-08-20,2024-09-06,Matrícula nova,"52,00%",26.793,17
CL19570,15/10/2019,Infantil 5,Ouro Preto,2024-11-01,2024-11-06,Matrícula nova,"45,00%",13.837,5
CL19607,10/01/2016,4º ano,Lagoa Santa,2024-10-25,2024-11-19,Matrícula nova,"44,00%",14.299,25
CL19618,29/6/2015,5º ano,Santa Amélia,2024-09-26,2024-12-23,Matrícula nova,"56,00%",11.878,88
CL19627,15/02/2012,8º ano,Santa Amélia,2024-08-12,2024-08-30,Matrícula nova,"48,00%",16.248,18
CL19635,07/05/2023,Infantil 2,Santa Amélia,2024-08-28,2024-09-11,Matrícula nova,"45,10%",12.83,14
CL19649,03/08/2011,8º ano,Carajás,2025-01-31,2025-01-31,Matrícula nova,"100,00%",0.0,0
CL19668,28/09/2020,Infantil 4 bilíngue,Carajás,2025-01-29,2025-01-29,Matrícula nova,"100,00%",15.561,0
CL19673,16/11/2020,Infantil 4 bilíngue,Mais Pampulha,2024-10-29,2024-11-14,Matrícula nova,"69,00%",16.163,16
CL19686,20/05/2017,2º ano,Alípio de Melo,2024-09-29,2024-12-06,Matrícula nova,"60,10%",10.804,68
CL19699,29/01/2014,1ª série,Conceição do Mato Dentro,2025-01-22,2025-02-04,Matrícula nova,"50,00%",9.577,13
CL19708,01/07/2010,9º ano,Mais Cidade Nova,2024-08-21,2024-08-29,Matrícula nova,"62,30%",16.011,8
CL19709,28/10/2014,5º ano,Santa Amélia,2024-10-31,2024-11-14,Matrícula nova,"59,00%",11.183,14
CL1973,09/01/2011,9º ano,Carajás,2025-01-16,2025-01-16,Matrícula nova,"100,00%",0.0,0
CL19744,12/06/2014,6º ano,Conceição do Mato Dentro,2025-01-24,2025-01-30,Matrícula nova,"21,60%",15.362,6
CL19752,03/12/2021,Infantil 3 bilíngue,Mais Belvedere,2024-12-04,2025-01-15,Matrícula nova,"63,40%",16.491,42
CL19765,23/12/2022,Infantil 2,Gutierrez,2024-11-11,2024-11-22,Matrícula nova,"54,60%",12.473,11
CL19787,03/09/2022,Infantil 2,Castelo Manacás,2024-08-14,2025-02-01,Matrícula nova,"65,00%",8.989,171
CL19792,4/5/2018,1º ano bilíngue,Mais Belvedere,2024-11-12,2024-12-26,Matrícula nova,"56,00%",24.712,44
CL19804,6/10/2011,8º ano,Jaraguá,2024-09-30,2024-12-18,Matrícula nova,"58,00%",12.819,79
CL19816,22/04/2017,2º ano,Carlos Prates,2025-01-10,2025-01-14,Matrícula nova,"65,00%",8.721,4
CL19832,26/08/2021,Infantil 3,Santa Amélia,2024-08-30,2024-09-09,Matrícula nova,"48,30%",12.188,10
CL19858,19/10/2010,9º ano,Mais Cidade Nova,2024-11-12,2024-11-14,Matrícula nova,"80,00%",8.269,2
CL19913,30/03/2017,3º ano,Nova Suíça,2025-01-21,2025-01-23,Matrícula nova,"57,00%",12.258,2
CL19931,3/9/2019,Infantil 5,Castelo,2024-09-10,2025-01-13,Matrícula nova,"50,00%",11.902,125
CL19933,30/04/2010,9º ano,Santa Amélia,2024-09-11,2024-12-02,Matrícula nova,"50,00%",16.075,82
CL1997,04/07/2022,Infantil 2 bilíngue,Carajás,2025-01-03,2025-01-03,Matrícula nova,"100,00%",15.966,0
CL20026,19/10/2018,1º ano,Conceição do Mato Dentro,2024-12-02,2024-12-04,Matrícula nova,"50,00%",16.387,2
CL20031,10/03/2023,Infantil 2,Carlos Prates,2025-01-27,2025-01-30,Matrícula nova,"70,70%",5.874,3
CL20039,13/9/2020,Infantil 4,Ouro Preto,2024-08-14,2024-08-24,Matrícula nova,"40,00%",14.544,10
CL20051,15/03/2019,1º ano,Castelo,2024-08-14,2024-12-03,Matrícula nova,"70,00%",7.718,111
CL20065,26/11/2018,1º ano,Lagoa Santa,2025-01-13,2025-01-31,Matrícula nova,"56,00%",11.828,18
CL20087,24/03/2016,4º ano bilíngue,Mais Belvedere,2025-01-17,2025-01-21,Matrícula nova,"45,00%",30.209,4
CL20104,17/02/2023,Infantil 2,Castelo Manacás,2024-08-28,2024-09-03,Matrícula nova,"60,00%",9.339,6
CL20107,12/01/2011,9º ano,Santa Amélia,2024-10-21,2024-11-07,Matrícula nova,"49,00%",15.605,17
CL20108,15/07/2016,3º ano,Castelo,2024-10-20,2024-11-09,Matrícula nova,"65,00%",8.821,20
CL20127,14/08/2014,5º ano,Carlos Prates,2025-01-20,2025-02-03,Matrícula nova,"61,50%",8.42,14
CL20134,13/02/2012,8º ano,Carlos Prates,2024-08-13,2024-09-25,Matrícula nova,"50,00%",15.303,43
CL20135,22/09/2022,Infantil 2,Castelo Manacás,2024-08-19,2025-01-30,Matrícula nova,"65,00%",7.691,164
CL20141,20/09/2023,Infantil 2,Ouro Preto,2024-09-25,2024-11-04,Matrícula nova,"55,00%",11.413,40
CL20149,17/08/2012,7º ano,Alípio de Melo,2024-08-14,2024-08-24,Matrícula nova,"47,00%",15.373,10
CL20160,10/05/2018,2º ano,Jardim Canadá,2025-01-14,2025-01-23,Matrícula nova,"57,00%",12.315,9
CL2018,8/2/2018,2º ano,Santa Amélia,2024-09-30,2024-10-17,Matrícula nova,"50,00%",12.857,17
CL20193,15/10/2021,Infantil 3,Castelo,2024-08-14,2024-08-28,Matrícula nova,"48,00%",11.939,14
CL20207,12/3/2021,Infantil 4,Alípio de Melo,2024-11-29,2024-12-17,Matrícula nova,"60,00%",9.387,18
CL20225,28/01/2017,5º ano,Carlos Prates,2024-12-22,2024-12-26,Matrícula nova,"63,00%",9.663,4
CL20226,23/6/2014,5º ano,Ouro Preto,2024-11-22,2024-11-23,Matrícula nova,"60,00%",11.672,1
CL2025,02/11/2023,Infantil 1,Gutierrez,2025-01-28,2025-01-31,Matrícula nova,"60,00%",11.237,3
CL20286,07/06/2016,4º ano,Ouro Preto,2024-09-04,2024-10-04,Matrícula nova,"50,00%",15.173,30
CL20289,20/12/2021,Infantil 3 bilíngue,Carajás,2025-02-03,2025-02-03,Matrícula nova,"100,00%",0.0,0
CL2029,17/02/2018,2º ano,Alípio de Melo,2024-08-13,2024-08-26,Matrícula nova,"46,00%",12.83,13
CL20301,18/10/2019,Infantil 5,Nova Suíça,2024-07-10,2024-09-27,Matrícula nova,"40,00%",14.719,79
CL20305,5/10/2020,Infantil 4,Ouro Preto,2023-11-30,2024-11-23,Matrícula nova,"55,00%",11.413,359
CL20321,12/10/2012,7º ano,Alípio de Melo,2025-01-14,2025-01-22,Matrícula nova,"50,00%",14.832,8
CL20350,13/5/2022,Infantil 2,Carlos Prates,2024-11-01,2024-12-27,Matrícula nova,"67,70%",7.205,56
CL20358,16/03/2010,1ª série,Jaraguá,2024-10-18,2024-11-08,Matrícula nova,"55,00%",14.688,21
CL20362,01/03/2015,5º ano,Nova Suíça,2024-10-14,2024-10-21,Matrícula nova,"50,00%",14.029,7
CL20379,03/08/2011,8º ano,Conceição do Mato Dentro,2025-01-27,2025-01-30,Matrícula nova,"21,60%",15.362,3
CL2038,17/12/2018,1º ano,Santa Amélia,2024-10-09,2024-10-22,Matrícula nova,"48,00%",13.52,13
CL20407,26/05/2019,Infantil 5,Castelo Manacás,2025-01-24,2025-01-27,Matrícula nova,"40,00%",13.916,3
CL20408,13/03/2019,1º ano,Santa Amélia,2024-08-13,2024-09-02,Matrícula nova,"50,00%",13.689,20
CL20418,12/02/2019,1º ano,Alípio de Melo,2024-09-12,2024-09-21,Matrícula nova,"45,00%",13.532,9
CL20434,02/02/2019,1º ano,Carlos Prates,2024-09-13,2024-10-28,Matrícula nova,"65,00%",8.721,45
CL20436,24/03/2022,Infantil 2,Gutierrez,2024-10-02,2024-10-28,Matrícula nova,"40,00%",14.567,26
CL20442,27/11/2021,Infantil 3,Jardim Canadá,2024-12-10,2025-01-30,Matrícula nova,"55,00%",12.382,51
CL2045,26/10/2018,1º ano,Lagoa Santa,2024-12-18,2025-01-08,Matrícula nova,"57,90%",11.405,21
CL20459,25/9/2017,2º ano,Castelo Manacás,2024-08-28,2024-11-13,Matrícula nova,"60,00%",9.823,77
CL20461,5/11/2016,3º ano bilíngue,Mais Pampulha,2024-09-05,2024-10-09,Matrícula nova,"65,00%",19.761,34
CL20464,10/03/2012,8º ano,Mais Cidade Nova,2024-10-30,2024-12-09,Matrícula nova,"68,40%",14.044,40
CL20477,27/11/2014,5º ano,Carlos Prates,2025-01-24,2025-01-27,Matrícula nova,"60,00%",10.935,3
CL20481,10/5/2007,3ª série,Gutierrez,2024-12-20,2024-12-30,Matrícula nova,"35,00%",29.963,10
CL20485,01/09/2008,2ª série,Conceição do Mato Dentro,2025-01-17,2025-01-21,Matrícula nova,"100,00%",14.659,4
CL20515,2/3/2011,9º ano,Santa Amélia,2024-09-02,2024-10-24,Matrícula nova,"51,00%",15.061,52
CL20531,13/3/2010,1ª série,Jardim Canadá,2024-12-13,2024-12-20,Matrícula nova,"61,70%",15.702,7
CL20534,01/07/2010,9º ano,Conceição do Mato Dentro,2025-01-23,2025-01-23,Matrícula nova,"100,00%",0.0,0
CL2055,30/05/2022,Infantil 2 bilíngue,Mais Pampulha,2024-08-14,2024-10-07,Matrícula nova,"60,00%",20.876,54
CL20564,09/08/2006,3ª série,Mais Buritis,2024-08-28,2024-10-03,Matrícula nova,"34,00%",23.088,36
CL20569,16/06/2010,1ª série,Santa Amélia,2024-09-29,2024-10-25,Matrícula nova,"60,00%",13.987,26
CL2057,23/08/2018,1º ano,Santa Amélia,2024-09-11,2024-10-07,Matrícula nova,"49,00%",13.183,26
CL20574,05/07/2011,8º ano,Mais Cidade Nova,2024-12-12,2025-01-30,Matrícula nova,"65,00%",14.988,49
CL20577,09/07/2019,Infantil 5,Jardim Canadá,2025-01-20,2025-02-04,Matrícula nova,"69,10%",7.015,15
CL20592,02/06/2017,2º ano,Alípio de Melo,2024-08-27,2024-09-21,Matrícula nova,"44,00%",14.354,25
CL20644,10/4/2021,Infantil 3,Santa Amélia,2024-08-14,2024-11-12,Matrícula nova,"60,00%",9.478,90
CL20649,13/8/2017,2º ano,Jardim Canadá,2024-12-10,2024-12-27,Matrícula nova,"59,60%",11.885,17
CL20652,12/11/2017,2º ano,Castelo,2024-12-14,2024-12-14,Matrícula nova,"65,00%",8.921,0
CL20661,15/4/2014,6º ano,Jaraguá,2024-08-27,2024-10-31,Matrícula nova,"60,00%",12.062,65
CL20684,28/04/2010,1ª série,Mais Belvedere,2024-12-30,2025-01-20,Matrícula nova,"25,00%",35.507,21
CL20686,26/03/2012,8º ano,Mais Pampulha,2024-09-03,2024-11-11,Matrícula nova,"65,00%",15.057,69
CL20691,19/7/2012,7º ano,Mais Buritis,2024-09-30,2024-10-28,Matrícula nova,"53,00%",17.156,28
CL20695,22/02/2016,4º ano,Nova Suíça,2024-09-15,2024-09-27,Matrícula nova,"45,00%",15.524,12
CL20697,21/04/2017,2º ano,Carlos Prates,2024-11-06,2024-11-06,Matrícula nova,"53,00%",11.367,0
CL2072,13/03/2022,Infantil 3 bilíngue,Mais Buritis,2024-09-11,2024-09-26,Matrícula nova,"61,70%",16.431,15
CL20741,28/06/2018,1º ano bilíngue,Mais Cidade Nova,2024-10-13,2024-11-09,Matrícula nova,"73,50%",15.443,27
CL20752,02/03/2012,8º ano,Lagoa Santa,2024-09-04,2024-11-01,Matrícula nova,"50,00%",14.56,58
CL20779,07/01/2017,3º ano bilíngue,Carajás,2025-02-03,2025-02-03,Matrícula nova,"100,00%",0.0,0
CL20797,25/02/2017,3º ano,Carlos Prates,2024-12-06,2024-12-10,Matrícula nova,"51,00%",12.81,4
CL20808,13/07/2013,6º ano,Carlos Prates,2024-10-22,2024-11-06,Matrícula nova,"66,00%",9.982,15
CL2082,03/11/2013,6º ano,Gutierrez,2025-01-22,2025-01-24,Matrícula nova,"45,00%",18.231,2
CL20831,21/09/2017,2º ano,Lagoa Santa,2024-12-13,2025-01-23,Matrícula nova,"51,00%",12.942,41
CL20834,08/06/2020,Infantil 4,Santa Amélia,2024-09-06,2024-09-26,Matrícula nova,"49,80%",11.887,20
CL2084,17/02/2019,1º ano,Santa Amélia,2024-08-13,2024-09-02,Matrícula nova,"55,00%",12.53,20
CL20845,14/06/2017,2º ano bilíngue,Mais Belvedere,2025-02-04,2025-02-04,Matrícula nova,"60,00%",22.301,0
CL20847,17/07/2018,1º ano bilíngue,Mais Pampulha,2024-10-29,2024-11-14,Matrícula nova,"55,00%",24.758,16
CL20853,28/4/2017,3º ano,Jaraguá,2024-12-06,2024-12-18,Matrícula nova,"50,00%",12.43,12
CL20861,05/06/2021,Infantil 4 bilíngue,Mais Belvedere,2025-02-03,2025-02-04,Matrícula nova,"68,50%",16.31,1
CL20888,24/8/2013,6º ano bilíngue,Mais Buritis,2024-12-02,2024-12-18,Matrícula nova,"55,00%",27.85,16
CL20889,25/1/2021,Infantil 4 bilíngue,Carajás,2024-12-26,2024-12-26,Matrícula nova,"100,00%",0.0,0
CL20892,13/05/2022,Infantil 2,Gutierrez,2024-12-19,2025-01-13,Matrícula nova,"55,00%",11.549,25
CL20932,21/04/2022,Infantil 2 bilíngue,Carajás,2025-02-03,2025-02-03,Matrícula nova,"100,00%",0.0,0
CL20938,17/07/2013,6º ano,Ouro Preto,2024-11-25,2024-12-05,Matrícula nova,"38,00%",21.437,10
CL20940,11/01/2013,7º ano,Mais Buritis,2024-12-15,2025-01-23,Matrícula nova,"65,00%",12.934,39
CL20993,1/2/2014,6º ano,Mais Buritis,2024-09-12,2024-11-12,Matrícula nova,"58,00%",15.223,61
CL20996,21/09/2019,Infantil 5 bilíngue,Mais Pampulha,2024-11-16,2024-11-22,Matrícula nova,"54,00%",23.315,6
CL21002,23/09/2019,Infantil 5,Jardim Canadá,2024-10-28,2024-11-11,Matrícula nova,"59,00%",10.738,14
CL21022,17/09/2021,Infantil 3,Lagoa Santa,2024-09-25,2024-10-29,Matrícula nova,"45,20%",13.001,34
CL21030,7/2/2019,1º ano,Gutierrez,2024-08-13,2024-11-28,Matrícula nova,"60,00%",11.959,107
CL21049,24/10/2017,2º ano,Alípio de Melo,2024-09-11,2024-09-21,Matrícula nova,"55,00%",11.327,10
CL21059,20/12/2018,1º ano,Santa Amélia,2024-08-13,2024-09-02,Matrícula nova,"47,00%",14.384,20
CL21080,07/08/2020,Infantil 4,Castelo,2025-01-08,2025-01-11,Matrícula nova,"60,00%",9.339,3
CL21100,09/07/2009,1ª série,Jaraguá,2024-08-21,2024-08-30,Matrícula nova,"45,00%",18.067,9
CL21103,7/7/2015,4º ano,Carlos Prates,2024-10-25,2024-11-01,Matrícula nova,"55,00%",11.928,7
CL21105,18/07/2019,Infantil 4 bilíngue,Mais Pampulha,2024-11-28,2024-12-09,Matrícula nova,"52,90%",23.484,11
CL21112,25/06/2015,4º ano,Gutierrez,2024-10-09,2024-11-06,Matrícula nova,"50,00%",14.029,28
CL21120,8/10/2010,9º ano,Ouro Preto,2024-11-08,2024-11-21,Matrícula nova,"46,00%",19.024,13
CL21121,24/10/2009,1ª série,Alípio de Melo,2024-08-19,2024-09-02,Matrícula nova,"45,00%",17.726,14
CL21133,15/08/2018,1º ano,Gutierrez,2024-08-19,2024-09-12,Matrícula nova,"60,00%",12.419,24
CL21140,28/11/2007,3ª série,Ouro Preto,2024-08-15,2024-08-28,Matrícula nova,"21,00%",33.313,13
CL21147,16/12/2013,6º ano,Carlos Prates,2024-08-27,2025-01-29,Matrícula nova,"100,00%",0.0,155
CL21151,25/02/2014,6º ano,Carlos Prates,2024-08-13,2024-09-06,Matrícula nova,"56,00%",13.278,24
CL21155,9/10/2014,5º ano,Alípio de Melo,2024-06-10,2024-11-26,Matrícula nova,"60,00%",10.224,169
CL21174,06/12/2019,Infantil 5,Nova Suíça,2024-12-03,2025-01-07,Matrícula nova,"52,00%",12.444,35
CL21177,23/3/2012,7º ano,Gutierrez,2024-11-18,2024-12-23,Matrícula nova,"40,00%",20.391,35
CL2119,13/06/2018,1º ano,Lagoa Santa,2024-12-05,2025-02-04,Matrícula nova,"55,40%",11.512,61
CL21193,03/02/2019,1º ano,Carlos Prates,2024-08-19,2024-09-13,Matrícula nova,"55,00%",11.527,25
CL21195,6/8/2016,2º ano,Castelo Manacás,2024-08-14,2025-01-20,Matrícula nova,"60,00%",10.124,159
CL21199,16/02/2012,8º ano,Lagoa Santa,2025-01-11,2025-01-22,Matrícula nova,"58,70%",11.821,11
CL2120,25/6/2017,2º ano bilíngue,Mais Pampulha,2024-11-04,2024-12-04,Matrícula nova,"70,00%",17.262,30
CL21202,27/01/2008,3ª série,Mais Cidade Nova,2025-01-09,2025-01-10,Matrícula nova,"70,00%",18.871,1
CL21208,8/4/2010,1ª série,Mais Cidade Nova,2024-10-22,2024-11-14,Matrícula nova,"59,00%",19.908,23
CL21221,01/01/2014,6º ano,Conceição do Mato Dentro,2025-01-24,2025-01-30,Matrícula nova,"21,60%",15.362,6
CL21240,20/7/2018,1º ano,Castelo Manacás,2024-08-13,2024-09-03,Matrícula nova,"47,00%",13.692,21
CL21276,15/11/2020,Infantil 4,Lagoa Santa,2024-08-23,2024-08-24,Matrícula nova,"50,00%",9.25,1
CL21285,30/10/2024,5º ano,Alípio de Melo,2024-09-23,2024-12-27,Matrícula nova,"53,00%",12.169,95
CL21294,8/4/2009,1ª série,Ouro Preto,2024-10-14,2024-10-23,Matrícula nova,"45,00%",21.418,9
CL21299,27/04/2016,4º ano,Lagoa Santa,2025-01-20,2025-01-20,Matrícula nova,"50,00%",13.165,0
CL21309,15/07/2018,1º ano bilíngue,Mais Belvedere,2025-02-04,2025-02-04,Matrícula nova,"60,00%",22.301,0
CL21325,09/06/2023,Infantil 2,Ouro Preto,2024-09-27,2024-09-27,Matrícula nova,"40,00%",15.351,0
CL21327,25/09/2015,4º ano bilíngue,Mais Pampulha,2025-01-03,2025-01-21,Matrícula nova,"70,60%",19.247,18
CL2133,10/11/2018,1º ano bilíngue,Mais Pampulha,2024-09-25,2024-10-23,Matrícula nova,"50,00%",28.165,28
CL2134,20/11/2017,2º ano,Jardim Canadá,2024-08-14,2024-10-24,Matrícula nova,"51,00%",14.071,71
CL21371,20/08/2021,Infantil 3,Castelo,2025-01-18,2025-02-01,Matrícula nova,"60,00%",7.99,14
